post_date,poi_name,poi_id,district,poi_type,lon,lat,user,content,likes_count,comments_count,reposts_count,social_activity_score
2026-03-24,人民公园,B001C7X8QA,青羊区,景区,104.057641,30.65699,薇薇晓行,#成都的七里香开成了瀑布#春天一来，成都便被七里香温柔攻陷。藤蔓顺着廊檐、围墙、拱门肆意蔓延，层层白花倾泻而下，如流云落瀑，把整座城裹进清甜的香氛里。 人民公园的长廊下，花瀑垂落红砖黛瓦，与盖碗茶香交织，老成都的悠闲与春日浪漫撞个满怀；府河摄影公园的欧式建筑旁，花浪从檐角奔涌而下 ​  展开c,0,0,0,0
2026-03-23,人民公园,B001C7X8QA,青羊区,景区,104.057641,30.65699,小田儿爱跑步,诗圣遗风 草堂春深茶香四溢 人民公园火锅里有生活 🍢串串里有故事走在玉林路的尽头 坐在小酒馆的尽头🍷安逸且巴适的很🉑#旅游##成都# 2成都·玉林 ​,0,0,0,0
2026-03-23,人民公园,B001C7X8QA,青羊区,景区,104.057641,30.65699,成都生态环境,#迎接四川万物生长的春# 人民公园的茶馆换上了今春的第一抹新绿。盖碗揭开，茶叶在水中缓缓舒展，像刚从枝头醒来。沸水冲下，茶汤渐浓，香气袅袅升腾。茶客们从四面八方赶来，只为尝一口早春的鲜爽。一杯新茶，喝的是春意，品的是闲适的时光。#锦绣天府 安逸四川# （来源：@文旅成都、@锦绣青羊） ​  展开c,0,0,0,0
2026-03-23,人民公园,B001C7X8QA,青羊区,景区,104.057641,30.65699,南溪_发布_,#迎接四川万物生长的春# 人民公园的茶馆换上了今春的第一抹新绿。盖碗揭开，茶叶在水中缓缓舒展，像刚从枝头醒来。沸水冲下，茶汤渐浓，香气袅袅升腾。茶客们从四面八方赶来，只为尝一口早春的鲜爽。一杯新茶，喝的是春意，品的是闲适的时光。#锦绣天府 安逸四川# （来源：@文旅成都、@锦绣青羊） ​  展开c,0,0,0,0
2026-03-23,人民公园,B001C7X8QA,青羊区,景区,104.057641,30.65699,四川文旅,#迎接四川万物生长的春# 人民公园的茶馆换上了今春的第一抹新绿。盖碗揭开，茶叶在水中缓缓舒展，像刚从枝头醒来。沸水冲下，茶汤渐浓，香气袅袅升腾。茶客们从四面八方赶来，只为尝一口早春的鲜爽。一杯新茶，喝的是春意，品的是闲适的时光。#锦绣天府 安逸四川# （来源：@文旅成都、@锦绣青羊） ​  展开c,0,0,0,0
2026-03-23,人民公园,B001C7X8QA,青羊区,景区,104.057641,30.65699,71号红娘网,成都一个86岁老教授征婚 要求小40岁要生娃，71号红娘网消息称，2026年3月中旬，四川省成都市人民公园相亲角一则手写征婚启事引发全网热议，刊登征婚启事主人翁是一位86岁的老教授，其履历亮眼，拥有博士学位，身兼教授、高级工程师头衔，享受国务院特殊津贴，月收入丰厚，名下有两套房产，儿子已独立成 ​  展开c,0,0,0,0
2026-03-23,人民公园,B001C7X8QA,青羊区,景区,104.057641,30.65699,蓉城姐妹,【草木青时春茶来】#春茶里的成都慢时光# 人民公园的茶馆换上了今春的第一抹新绿。盖碗揭开，茶叶在水中缓缓舒展，像刚从枝头醒来。沸水冲下，茶汤渐浓，香气袅袅升腾。茶客们从四面八方赶来，只为尝一口早春的鲜爽。一杯新茶，喝的是春意，品的是闲适的时光。L锦绣青羊的微博视频 ​,0,0,0,0
2026-03-23,人民公园,B001C7X8QA,青羊区,景区,104.057641,30.65699,上海滩蚂蚁哥,大美女去成都相亲角，直言自己27岁离婚带俩娃，大妈摇头说没戏！ L上海滩蚂蚁哥的微博视频 ​,0,0,0,0
2026-03-23,人民公园,B001C7X8QA,青羊区,景区,104.057641,30.65699,呼和浩特白塔国际机场,#歌游内蒙古愉悦随心飞# #2026呼和浩特机场夏航季# #呼和浩特机场#——【成都】当别处的人在追赶KPI，你在人民公园的花鸟市场挑一盆兰草；当城市的霓虹催促失眠，你在锦江边的晚风中听见星星落进水里的声音；不必急着定义什么，且跟着火锅的热气蒸腾，随茶馆的盖碗茶凉了又续——此城以烟火为墨，以岁 ​  展开c,0,0,0,0
2026-03-25,浣花溪公园,B001C7UM1C,青羊区,广场,104.029022,30.657467,风过无痕但花儿知道,第一次来成都时去的第一个地点就是杜甫草堂，当年的草堂留在记忆中的只有杜甫的茅草屋和图一的草堂两个大字（因为当年在草堂两个大字前拍了一张照片），今天上午去重游了一下。从草堂出去后就去了旁边的浣花溪公园（最后两个图），有成都人说过浣花溪公园是成都没美的公园，现在公园里没什么花了，我之 ​  展开c,0,0,0,0
2026-03-25,浣花溪公园,B001C7UM1C,青羊区,广场,104.029022,30.657467,央视网体育,有奖互动｜跑向春天，心愿开跑！中国（成都）生活体育赛事消费季邀你一起奔赴春光青龙湖湿地迎着微风奔跑，看湖水荡漾、飞鸟相伴，把烦恼都甩在身后浣花溪公园在诗意绿道上慢跑，听溪水潺潺，与花香撞个满怀西村大院在工业风跑道上撒欢，看屋顶绿意、市井烟火 ​  展开c,0,0,0,0
2026-03-22,浣花溪公园,B001C7UM1C,青羊区,广场,104.029022,30.657467,成都郑晔,火冠雀，二刷浣花溪。几年前，成都鸟友要到乐山青衣江去拍火冠雀。后来青龙湖来过，去年有一大群在锦城湖呆了一周，省内甚至外省都有人坐高铁来拍。今年分别在双流白河公园、浣花溪公园发现，二三十只集群，呆的时间也超过一周，今天又有鸟友报料，温江绿地也发现了。   这小巧灵动的小精灵真是逗人喜 ​  展开c,0,0,0,0
2026-03-22,浣花溪公园,B001C7UM1C,青羊区,广场,104.029022,30.657467,老林观鸟,今天在浣花溪公园拍摄火冠雀。这是成都杜甫草堂东门。 2成都·杜甫草堂博物馆-东门 ​,0,0,0,0
2026-03-22,浣花溪公园,B001C7UM1C,青羊区,广场,104.029022,30.657467,初遇你好,抛开文物不谈，就地理位置、建筑气势、布展状态、人气指数等而言，四川博物院都被成都博物馆碾压啊！新石器时代黑色人面形玉佩神秘可爱，王建的云龙纹玉大带很夸张。浣花溪公园的杜甫千诗碑大手笔，邀请那么多名家书法再刻石，不容易。 ​,0,0,0,0
2026-03-21,浣花溪公园,B001C7UM1C,青羊区,广场,104.029022,30.657467,洪扑扑的小脸,大只松鼠🐿️2成都·浣花溪公园 2成都·杜甫草堂 L洪扑扑的小脸的微博视频 ​,0,0,0,0
2026-03-20,浣花溪公园,B001C7UM1C,青羊区,广场,104.029022,30.657467,臻甜verylucky,我好喜欢成都的浣花溪公园～但是目前去不了～ ​,0,0,0,0
2026-03-16,浣花溪公园,B001C7UM1C,青羊区,广场,104.029022,30.657467,成都郑晔,火冠雀，今天的是杜甫草堂附近浣花溪公园的。连续三年都曾在这一带观察过，今年终于记录到它们了。上次说，鸟友们要感谢杜甫，万里桥西宅，百花潭北庄。正因为有杜甫的茅屋在这一带，有了草堂，又有了浣花溪公园。        昨天听说浣花溪文艺之家也有火冠雀，今天一看，文艺之家门口还有杜甫国际研究 ​  展开c,0,0,0,0
2026-03-15,浣花溪公园,B001C7UM1C,青羊区,广场,104.029022,30.657467,可以找我说话但请别来烦我,today浣花溪公园 蜀锦织绣博物馆昨天听了很多鸟叫声见到了小蝌蚪，还抓到了小蝌蚪猪排饭挺好吃，但是最后是真的有点吃不下了和相亲对象出来三次了，我感觉我不是在相亲，是找了个新搭子陪我一起逛成都吃的我选逛的地方我定，他就是一个随叫随到的陪伴机器人，人挺好的懂的知识也挺多的，但 ​  展开c,0,0,0,0
2026-03-11,浣花溪公园,B001C7UM1C,青羊区,广场,104.029022,30.657467,木木林-_,罗云熙超话#罗云熙# 罗云熙最近在成都家里还是在北京长假期安心玩好，休息好，身体和精神都养好哦。么么么。给你看成都浣花溪公园的花花。 @罗云熙Leo 2成都·浣花溪 ​,0,0,0,0
2026-03-07,浣花溪公园,B001C7UM1C,青羊区,广场,104.029022,30.657467,L兔叽·,和盼盼暴走的一天，阴雨中的植物园、杜甫草堂、浣花溪公园，也是别有一番风味。最后也是在成都吃上了烤匠，巴适～ ​​​,0,0,0,0
2026-03-06,浣花溪公园,B001C7UM1C,青羊区,广场,104.029022,30.657467,舒雍,多地官宣春假清明连休6天，成都家长，你准备好了吗？当“春假+清明连休6天”的通知刷爆成都家长群，锦江区、青羊区、金牛区、高新区的家长们一边在群里转发学校通知，一边默默打开了日历和购票软件。这场从4月1日持续到6日的“春日长假”，像一份突如其来的礼物，却也让成都的双职工家庭、备考家庭和 ​  展开c,0,0,0,0
2026-03-04,浣花溪公园,B001C7UM1C,青羊区,广场,104.029022,30.657467,BAOBAO寄存,一、寄存点详情⛳西南财大地铁站寄存点：1️⃣西南财大地铁站 D 口处🧭10:30-24:00 (节假日至 18:30)二、寄存方式预约后可查看门店实景图和导航❗️均为门店寄存，无自助寄存柜；寄存点直接位于地铁站 D 口，出站即可找到，无需额外步行，同时需注意节假日营业时间缩短至 18:30，避免跑空。三 ​  展开c,0,0,0,0
2026-03-04,浣花溪公园,B001C7UM1C,青羊区,广场,104.029022,30.657467,闭上眼睛以前,浣花溪公园拍了很少的照片，实际上一整天和好朋友在一块超级幸福。成都的晴天好珍贵！晒完正面晒背面。 ​,0,0,0,0
2026-03-04,浣花溪公园,B001C7UM1C,青羊区,广场,104.029022,30.657467,成都酒店宴会场地推荐,成都青羊区中型宴会厅💥星级酒店绝对值✨🏨 成都市青羊区二环路，步行10分钟到杜甫草堂、浣花溪公园🚇 地铁13号线，出站即达，交通方便————✨ 独栋酒店，中西合璧，欧式巴洛克风格✨ 文化底蕴深厚，大师油画、雕塑原件、明清瓷器、中式木雕、观音雕塑等东方艺术元素点缀🐲———— ​  展开c,0,0,0,0
2026-03-02,浣花溪公园,B001C7UM1C,青羊区,广场,104.029022,30.657467,张一元的茉莉花,上次来成都大概是十年前了大学舍友的妹妹考到了成都理工我俩相约一个从上海出发一个从北京出发来这里看她并顺便成都游玩一恍十多年过去了舍友已结婚定居上海，买了房生了娃当年除了青城山和大熊猫基地其他都不记得去了哪儿只记得在大熊猫基地遇到了两位兵哥哥请我俩吃了八大碗还是啥就是一 ​  展开c,0,0,0,0
2026-03-02,浣花溪公园,B001C7UM1C,青羊区,广场,104.029022,30.657467,蛋挞只要酥皮,#随手拍#现在这个时节，成都浣花溪公园的人工湖里，全是密密麻麻的小蝌蚪。星期天好多家长带着小朋友围在湖边捞，一边捞一边开心地教孩子：“快看，这是蝌蚪哦，长大就变成青蛙王子啦。” 我站在旁边静静的看着，啥也没说，只是安静看着，心里默默叹了口气：现在捞的这些，长大可不是青蛙王子 ​  展开c,0,0,0,0
2026-03-02,浣花溪公园,B001C7UM1C,青羊区,广场,104.029022,30.657467,西园寻桂,.       成都人讲究慢节奏，自然在吃上也很讲究。他们喜欢吃辣，故有无菜不放辣之说，不仅辣，更主要的是麻，麻生生，辣嗖嗖的那种感觉特别有劲道。火锅如此，当然还有有名的麻婆豆腐，出浣花溪公园北门，对面就是大名鼎鼎的陈麻婆豆腐，没到晌午，就排起了长长的队伍，竟然还像医院、银行一样叫号！ ​  展开c,0,0,0,0
2026-03-01,浣花溪公园,B001C7UM1C,青羊区,广场,104.029022,30.657467,APRIL1721,#旅行记录# 午餐后我们打车去了浣花溪公园，听说一家川西茶馆非常有名。我们北门进，茶馆在南门，整个公园从北走到南，实在太美了。小阴天，游客也不少，生态环境超好。王同学又尝试了当地的糖油果子，很不错。一路走到茶馆，我们一直坐到六点闭馆。赶上下班的点打不到车，第一次坐地铁，没想到 ​  展开c,0,0,0,0
2026-02-28,浣花溪公园,B001C7UM1C,青羊区,广场,104.029022,30.657467,发财的小金鱼,在成都浣花溪公园，杜甫草堂旁，悠爸给我们讲了杜甫一生的故事。#21岁女生头晕以为没睡好查出脑梗#所以说好好睡觉多么重要呀。 L发财的小金鱼的微博视频 ​,0,0,0,0
2026-03-25,望江楼公园,B001C06R0O,武侯区,广场,104.092217,30.629277,花生酥心糖齁甜,说走就走之成都citywalk——春熙路～东郊记忆～玛歌庄园～望江楼公园～大慈寺～太古里～三星堆博物馆，成都真的是又好吃又好逛，舒服～ ​,0,0,0,0
2026-03-24,望江楼公园,B001C06R0O,武侯区,广场,104.092217,30.629277,小鱼儿1966同学,北京紫竹院公园竹林2025.11.19同款成都望江楼公园竹林2026.03.24 ​,0,0,0,0
2026-03-24,望江楼公园,B001C06R0O,武侯区,广场,104.092217,30.629277,陶文陶文,我有自己一个人去望江楼公园遇到了一群摄影的大爷们 特别的热情给我拍了一大堆照片诶呀真不错 我终于有照片了 之后，我决定staycation呆在酒店里面一直跟他彻底分开之后，我头一回感觉到那么惊悚，我再也不每天留那么多眼泪，再也不每天都窝在被子里面，呜呜哭了这个酒店的饭里面有一个担担面非常非 ​  展开c,0,0,0,0
2026-03-22,望江楼公园,B001C06R0O,武侯区,广场,104.092217,30.629277,YOU成都,即便在工作日，望江楼公园绵延1公里的杏梅长廊、棠湖公园百米长的垂丝海棠小道也都挤满了人。成都人看了都会发出灵魂一问：我们真的不用上班吗？O网页链接#漫步成都##有一种生活美学叫成都# 2成都 ​,0,0,0,0
2026-03-22,望江楼公园,B001C06R0O,武侯区,广场,104.092217,30.629277,优质昵称买赠_绝对重复不会合格,其实川大是一个非常适合生活的地点，但我不认为它是一个适合进修的地方。可能我从来不喜欢川大的学习氛围吧，但是我一直回想着我认识过的大妈大爷，晴天躺在草坪上的气息，cbd晚上的街头乐队，文理艺术馆左边的九眼桥夜店和右边寂静的望江楼公园。唉，成都。 ​,0,0,0,0
